song_id,artist,title,lyrics,emotion
749,SZA,Shirt,"
Bloodstain on my shirt

New bitch on my nerves

Old nigga got curved

Going back on my word

Damn, bitch, you so thirsty

Still don't know my worth

Still stressin' perfection

Let you all in my mental

Got me lookin' too desperate

Damn (You ain't deserve)


Broad day, sunshine

I'll find a way to fuck it up still

Can't cry about the shit that I can't change

Just my mind

Gotta get outta here

Tough crowd, hate it

Can't stay",
750,Doja Cat,Paint the Town Red,"
Mm, she the devil

She a bad lil’ bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle

Mm, she the devil

She a bad lil' bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle


Yeah, yeah

Said, my happiness is all of your misery

I put good dick all in my kidneys

This Margiela don't come with no jealousy

My illness don't come with no remedy

I am so much fun without Hennessy

They just want my love and my energy

You can't talk no shit without penalties

Bitch, I'm in your shit if you send for me

I’m goin’ to glow up one more time

Trust me, I have magical foresight

You gon' see me sleepin’ in courtside

You gon' see me eatin' ten more times

Ugh, you can't take that bitch nowhere

Ugh, I look better with no hair

Ugh, ain’t no sign, I can smoke here

Ugh, give me the chance and I'll go there (Yeah, yeah)",
751,Meghan Trainor,Made You Look,"
When I do my walk, walk

I can guarantee your jaw will drop, drop

'Cause they don't make a lot of what I got, got

Ladies if you feel me, this your bop, bop (bop-bop-bop)


I could have my Gucci on (Gucci on)

I could wear my Louis Vuitton

But even with nothing on

Bet I made you look (I made you look)

Yeah, I look good in my Versace drеss (Take it off)

But I'm hotter when my morning hair's a mеss

Cause even with my hoodie on

Bet I made you look (I made you look)

Mhm-hm-hm",
752,Hardy,Wait in the Truck,"I got turned around in some little town
I'd never been to before
Working my way through a middle-of-June
Midnight thunderstorm
There was something in the headlights
It stopped me on a dime

Well, she was scared to death, so I said

""Climb in, "" and then she climbed

Oh, yeah

Well, she was bruised and broke from head to toe

With a tear in her blood-stained shirt

She didn't tell the whole truth, but she didn't have to

I knew what had happened to her

I didn't load her down with questions

That girl had been through enough

I just threw it in drive, looked in those eyes

And I asked her where he was

I don't know if he's an angel

'Cause angels don't do what he did

He was hellbent to find the man behind

All the whiskey scars I hid

I never thought my day of justice

Would come from a judge under a seat

But I knew right then I'd never get hit again

When he said to me

""Wait in the truck

Just wait in the truck""

Well, I knocked and knocked and no one came

So I kicked in his double-wide door

I let the hammer drop before he got

To that 12 he was reaching for

I didn't try to hide my pistol

I didn't even try to run

I just sat on the porch, smoking one of his cigarettes

And waited for the cops to come

I don't know if he's an angel

'Cause angels don't do what he did

He was hellbent to find the man behind

All the whiskey scars I hid

I never thought my day of justice

Would come from a judge under a seat

But I knew right then I'd never get hit again

When he said to me

""Wait in the truck

Just wait in the truck""

Whoa (whoa)

Have mercy on me, Lord

Have mercy on me

Have mercy on me (hey), Lord

It's been 60 months and she still comes

To see me from time to time

It was worth the price, to see a brighter side

Of the girl I picked up that night

And I might be here forever

It ain't paradise, that's true

But it's whole hell of a lot better

Than the place I sent him to, yeah

Wait in the truck (have mercy on me)

Just wait in the truck

(Have mercy, have mercy, have mercy on me)

Wait in the truck (Lord, have mercy)

Just wait in the truck

have mercy on me, Lord

Have mercy on me

(Have mercy, have mercy, have mercy on me) have mercy on me, Lord

Have mercy on me

(Have mercy, have mercy, have mercy on me) wait in the truck

Just wait in the truck

(Have mercy, have mercy, have mercy on me) wait in the truck

Just wait in the truck (please have me mercy)",
753,Mariah Carey,All I Want for Christmas Is You,"
I don't want a lot for Christmas 

There is just one thing I need 

I don't care about presents 

Underneath the Christmas tree 

I don't need to hang my stocking 

There upon the fireplace 

Santa Claus won't make me happy 

With a toy on Christmas day 

I just want you for my own 

More than you could ever know 

Make my wish come true 

All I want for Christmas is you... 

You baby 


I won't ask for much this Christmas 

I won't even wish for snow 

I'm just gonna keep on waiting 

Underneath the mistletoe 

I won't make a list and send it 

To the North Pole for Saint Nick 

I won't even stay awake to 

Hear those magic reindeer click 

'Cause I just want you here tonight 

Holding on to me so tight 

What more can I do 

Baby all I want for Christmas is you 

You... ",
754,Morgan Wallen,Everything I Love,"
We were listenin' to one more silver dollar

Hanging out my Silverado

Down a road I love to ride


Wish I would've known that by

Now, you'd be good and gone

And you'd leave us

In a cloud of dust

Can't you see what you're doin', girl?

You ruined damn near everything I love",
755,Post Malone,Chemical,"
Outside of the party, smokin' in the car with you

Seven Nation Army, fightin' at the bar with you

Tell you that I'm sorry, tell me what I gotta do

'Cause I can't let go, it's chemical

No, I can't let go, it's chemical


Every time I'm ready to make a change (Mhm)

You turn around and fuck out all my brains (Whoo)

I ain't tryna find fate, it's too late to save face

I can't get away, maybe there's no mistakes (Maybe there's no mistakes)",
756,Lainey Wilson,Heart Like a Truck,"
I got a heart like a truck

It's been drug through the mud

Runs on dreams and gasoline

And that old highway holds the key

It's got a lead foot down when it's leavin'

Lord knows it's taken a hell of a beatin'

A little bit of love is all that it's needin'

But it's good as it is tough

I got a heart like a truck


There ain't no brakin' when I throw it in drive

Don't always keep it in-between the lines

If you're a ready for a ridе

Pedal down state of mind

Boy, I tell you what

You bеtter buckle up",
757,Luke Combs,"Going, Going, Gone","
I can say it wasn't meant to be

Or maybe meant to be's misunderstood

Can't hold on to letting go

Or change the way the river flows

Loving her's like roping in the wind


Like a runaway southbound train

Like an Arizona desert rain

Like lightning in the sky

Like fireworks in July

Like a left field home run ball

Like a whiskey shot at last call

It's like she was made for moving on

That girl is going, going, gone",
758,Brenda Lee,Rockin' Around the Christmas Tree,"
Rockin' around the Christmas tree, have a happy holiday

Everyone dancing merrily in the new, old-fashioned way


You will get a sentimental feelin' when you hear

Voices singin' let's be jolly

Deck the halls with boughs of holly",
759,Tyler Hubbard,Dancin' in the Country,"
Yeah, we can two-step

Put your boots on, baby, we can do that

Girl, cut a little loose, you can move that

Move that, aw, yeah


I'll take you dancin' in the country, Levi's in them low beams

Spin you in some red dirt, sweep you off of both feet

Out here where the sun sets, Silverado backbeat

You'll never wanna go home and never wanna not be

Dancin' in the country

Dancin' in the country",
760,David Kushner,Daylight,"
(Ooh)

There's darkness in the distance

From the way that I've been livin'

But I know I can't resist it


Oh, I love it and I hate it at the same time

You and I drink the poison from the same vine

Oh, I love it and I hate it at the same time

Hidin' all of our sins from the daylight

From the daylight, runnin' from the daylight

From the daylight, runnin' from the daylight

Oh, I love it and I hate it at the same time",
761,Rihanna,Lift Me Up,"
Lift me up

Hold me down

Keep me close

Safe and sound


Drowning in an endless sea

Take some time and stay with me

Keep me in the strength of your arms

Keep me safe

Safe and sound",
762,Ed Sheeran,Eyes Closed,"
I pictured this year a little bit different when it hit February

I step in the bar, it hit me so hard

Oh how can it be this heavy?

Every song reminds me you're gone

And I feel thе lump form in my throat

'Cause I'm here alonе


Just dancing with my eyes closed

'Cause everywhere I look I still see you

Time is moving so slow

And I don't know what else that I can do

So I'll keep dancing with my",
763,Karol G,TQG,"
Verte con la nueva me dolió

Pero ya estoy puesta pa' lo mío

Lo que vivimos se me olvidó

Y eso es lo que te tiene ofendido


Que hasta la vida me mejoró

Por acá ya no eres bienvenido

Vi lo que tu novia me tiró

Eso no da ni rabia, yo me río, yo me río",
764,Jason Aldean,Try That in a Small Town,"
Well, try that in a small town

See how far ya make it down the road

'Round here we take care of our own

You cross that line, it won't take long

For you to find out, I recommend you don't

Try that in a small town


Got a gun that my granddad gave me

They say one day they're gonna round up

Well, that shit might fly in the city, good luck",
765,Megan Moroney,Tennessee Orange,"Mama, I'm callin', I've got some news
Don't you tell daddy, he'll blow a fuse
Don't worry, I'm doin' okay
I know you raised me to know right from wrong
It ain't what you think and I'm still writin' songs
Just never thought I'd see the day

I've never felt this way

I met somebody and he's got blue eyes

He opens the door and he don't make me cry

He ain't from where we're from, but he feels like home, yeah

He's got me doin' things I've never done

In Georgia, they call it a sin

I'm wearin' Tennessee orange for him

Took me to Knoxville last Saturday

And I wore the hat on his dash to the game

Sure wasn't Athens but I

Fell for him under those Neyland lights

I met somebody and he's got blue eyes

He opens the door and he don't make me cry

He ain't from where we're from, but he feels like home, yeah

He's got me doin' things I've never done

In Georgia, they call it a sin

I'm wearin' Tennessee orange for him

Mama, forgive me, I like him a lot

Hell, I'm learnin' the words to old Rocky Top

And he's got a smile that makes me forget

I've always looked better in red

But I met somebody and he's got blue eyes

He opens the door and he don't make me cry

He ain't from where we're from, but he feels like home, yeah

He's got me doin' things I've never done

I met somebody and he's got blue eyes

He opens the door and he don't make me cry

He ain't from where we're from, but he feels like home, yeah

He's got me doin' things I've never done

In Georgia they call it a sin

And I'll steal all the dogs to him

But I'm wearin' Tennessee orange for him

I'm wearin' Tennessee orange for him",
